0,78
-33279,80
-56180,80
-65778,80
33896,80
-62895,81
-43329,81
-40425,81
-40173,81
-68179,81
-67335,81
-62217,81
-65146,81
-59253,81
-57450,81
-9373,81
-68117,81
-63129,81
-59578,81
-53462,81
-67683,81
-66561,81
-51057,81
-50111,81
-42887,81
-45377,81
-67019,81
-62225,81
-56533,81
-51689,81
-16764,81
-12764,81
-60233,81
-60701,81
-54086,81
-41087,81
-47145,81
-51057,81
-49521,81
-44474,81
-52349,81
-42077,81
-41733,81
-64574,81
-49601,81
-52315,81
-48189,81
-45695,81
-11011,81
-60233,81
-53137,81
-49007,81
-46921,81
-67879,81
-63931,81
-46986,81
-46397,81
-49677,81
-49429,81
-59534,81
-53954,81
-41614,81
-39765,81
-65239,81
-45371,81
-43475,81
-16821,81
-61017,81
-57164,81
-55081,81
-53882,81
-31244,81
-59346,81
-58496,81
-53972,81
-43329,81
-52496,81
-15700,81
-14657,81
-53940,81
-12923,81
-65471,81
-57269,81
-67879,81
-54968,81
-39689,81
-38149,81
-60257,81
-67493,81
-43295,81
-52056,81
-51975,81
-49671,81
-54294,81
-47805,81
-67006,81
-66491,81
-54036,81
-13533,81
-65245,81
-63751,81
-65435,81
-63751,81
11991,81
-735,81
0,81
40483,81
55261,81
66531,81
54535,81
50592,81
67089,81
56437,81
56334,81
50542,81
47685,81
61600,81
57095,81
55334,81
54042,81
61801,81
64089,81
66859,81
69020,81
-63231,82
-9667,82
-44909,82
-44827,82
-44305,82
-42435,82
-67669,82
-66904,82
-66292,82
-66126,82
-64573,82
-63628,82
-59437,82
-59355,82
-58497,82
-58071,82
-55834,82
-53425,82
-47358,82
-47011,82
-52349,82
-51662,82
-49502,82
-47145,82
-46978,82
-16736,82
-67417,82
-65853,82
-64476,82
-64143,82
-59761,82
-59335,82
-59087,82
-58571,82
-58321,82
-57722,82
-55410,82
-41397,82
-41064,82
-9906,82
-60101,82
-60019,82
-59427,82
-58117,82
-57865,82
-57782,82
-57532,82
-54697,82
-52991,82
-42362,82
-42279,82
-42197,82
-41635,82
-37920,82
-67084,82
-62960,82
-59497,82
-58991,82
-57177,82
-54069,82
-53381,82
-25399,82
-21704,82
-59213,82
-51316,82
-50034,82
-49522,82
-9131,82
-69368,82
-67459,82
-50662,82
-48751,82
-43611,82
-13373,82
-11481,82
-66139,82
-62762,82
-58562,82
-58046,82
-50030,82
-47863,82
-47012,82
-43011,82
-39585,82
-38002,82
-9558,82
-60589,82
-60339,82
-60257,82
-55853,82
-52991,82
-50389,82
-46078,82
-45219,82
-44019,82
-43227,82
-41614,82
-37528,82
-18564,82
-17968,82
-13526,82
-12934,82
-61392,82
-52133,82
-51022,82
-50595,82
-50340,82
-49566,82
-16634,82
-12137,82
-54646,82
-50233,82
-18664,82
-18149,82
-16165,82
-15901,82
-14415,82
-13478,82
-65035,82
-62061,82
-59691,82
-59523,82
-59355,82
-58763,82
-58087,82
-55322,82
-50402,82
-17013,82
-16931,82
-13365,82
-12934,82
-18197,82
-17417,82
-16643,82
-16392,82
-13531,82
-65027,82
-60315,82
-60069,82
-59987,82
-58521,82
-57661,82
-57325,82
-55322,82
-59321,82
-58895,82
-56490,82
-55285,82
-55027,82
-54005,82
-68126,82
-64313,82
-64231,82
-63634,82
-61151,82
-53413,82
-52898,82
-51314,82
-18572,82
-52316,82
-51975,82
-50631,82
-49860,82
-44556,82
-39996,82
-39124,82
-37966,82
-9495,82
-68387,82
-68131,82
-65895,82
-60190,82
-51662,82
-51072,82
-50631,82
-50034,82
-49952,82
-47878,82
-47106,82
-45987,82
-41996,82
-41914,82
-37784,82
-12224,82
-58320,82
-51440,82
-49816,82
-67191,82
-42392,82
-9130,82
-68445,82
-69076,82
-68120,82
-63203,82
-55027,82
-51668,82
-51586,82
-49860,82
-44498,82
-42302,82
-15902,82
-13994,82
-13745,82
-11953,82
-63611,82
-52062,82
-50430,82
-46306,82
-45860,82
-41527,82
-40997,82
-38041,82
-70042,82
-65053,82
-49715,82
-47764,82
-42863,82
-40746,82
-40578,82
-60565,82
-60059,82
-59977,82
-59895,82
-56869,82
-41463,82
-39007,82
-17533,82
-15197,82
-13019,82
-60069,82
-59987,82
-57668,82
-54073,82
-49952,82
-48202,82
-51372,82
-50346,82
-48870,82
-48702,82
-46820,82
-44649,82
-40766,82
-37967,82
-37632,82
-42822,82
-51133,82
-51051,82
-66907,82
-60035,82
-59700,82
-54036,82
-13607,82
-67498,82
-67416,82
-65155,82
-65073,82
-64991,82
-63943,82
-63344,82
-58102,82
-56971,82
-55853,82
-54994,82
-53372,82
-49971,82
-41712,82
-38743,82
-37416,82
-67938,82
-64845,82
-59380,82
-39847,82
-68013,82
-64991,82
-63346,82
-67731,82
-51928,82
-51677,82
-38478,82
-17077,82
-16656,82
-60429,82
-58103,82
-57424,82
-57083,82
-53801,82
-53293,82
-51491,82
-49502,82
-48986,82
-47583,82
-45244,82
-38896,82
-17062,82
-12647,82
-12217,82
-9130,82
-66001,82
-65833,82
-60023,82
-57127,82
-56869,82
-55248,82
-54994,82
-53891,82
-53381,82
-43530,82
-37654,82
-11774,82
-68012,82
-67417,82
-66904,82
-63773,82
-56508,82
-39431,82
-13471,82
-53413,82
-52904,82
-42434,82
-41924,82
-12577,82
-11287,82
-9865,82
-66935,82
-65478,82
-64963,82
-64881,82
-63346,82
-63264,82
-52170,82
-46818,82
-46558,82
-10043,82
-9961,82
-51683,82
-50402,82
-47625,82
-44629,82
-44462,82
-41990,82
-41733,82
-46627,82
-44628,82
-44379,82
-18602,82
-18436,82
-13719,82
-13298,82
-56905,82
-53775,82
-43563,82
-13602,82
-13173,82
-13005,82
-68120,82
-67952,82
-63066,82
-59745,82
-57865,82
-55378,82
-53745,82
-50304,82
-39453,82
-39371,82
-18745,82
-18150,82
-15106,82
-52292,82
-46398,82
-38133,82
-24308,82
-16451,82
-63676,82
-62104,82
-59835,82
-57678,82
-54013,82
-53414,82
-50232,82
-49727,82
-51033,82
-41712,82
-39983,82
-38479,82
-38313,82
-38231,82
-60589,82
-17103,82
-17021,82
-13719,82
-13469,82
-9823,82
-60403,82
-60321,82
-60239,82
-56906,82
-41527,82
-40658,82
-36410,82
-16386,82
-10180,82
-67412,82
-65508,82
-51090,82
-46878,82
-41614,82
-40644,82
-40562,82
-40396,82
-14055,82
-13025,82
-10290,82
-37874,82
-70320,82
-67409,82
-67327,82
-57321,82
-54222,82
-52138,82
-47501,82
-44590,82
-38035,82
-60565,82
-59977,82
-59895,82
-58087,82
-56965,82
-54376,82
-54213,82
-52304,82
-49117,82
-45835,82
-40458,82
-40122,82
-15382,82
-11034,82
-66573,82
-65027,82
-64683,82
-62960,82
-59753,82
-59584,82
-56490,82
-55559,82
-55477,82
-54454,82
-54202,82
-53955,82
-53616,82
-48854,82
-16241,82
-14653,82
-13785,82
-11492,82
-65496,82
-65164,82
-63670,82
-51947,82
-66025,82
-65943,82
-53404,82
-17566,82
-50641,82
-50389,82
-50140,82
-49541,82
-44435,82
-18030,82
-17594,82
-17425,82
-17259,82
-16918,82
-11809,82
-9435,82
-69368,82
-67293,82
-64881,82
-63670,82
-62282,82
-54753,82
-36410,82
-26635,82
-60669,82
-60165,82
-55410,82
-17988,82
-17374,82
-17292,82
11991,82
34789,82
684,82
43184,82
42787,82
39006,82
1,82
33377,82
39006,82
1,82
30568,82
39540,82
684,82
40259,82
-1033,82
47112,82
57538,82
69079,82
43550,82
45466,82
52255,82
59670,82
59836,82
62100,82
62356,82
66158,82
66935,82
65970,82
58540,82
55297,82
56407,82
52863,82
54626,82
54875,82
56200,82
56736,82
56988,82
57070,82
65074,82
65156,82
67616,82
66160,82
68702,82
62006,82
47642,82
63150,82
52923,82
59293,82
60605,82
61062,82
61912,82
61994,82
50387,82
52358,82
54534,82
56014,82
56436,82
50801,82
52088,82
52516,82
55840,82
56438,82
58426,82
68862,82
46371,82
52256,82
55261,82
61670,82
62006,82
62225,82
51827,82
51992,82
52074,82
52418,82
52500,82
53662,82
53827,82
56015,82
56528,82
59784,82
59866,82
59948,82
50925,82
52744,82
53558,82
68953,82
69035,82
55964,82
59867,82
60200,82
47515,82
60662,82
67638,82
42784,82
60140,82
66158,82
69248,82
47132,82
50387,82
51076,82
51757,82
58034,82
59962,82
60044,82
60295,82
67638,82
55892,82
67177,82
67434,82
61062,82
60756,82
61718,82
66226,82
51918,82
52000,82
52082,82
52869,82
54918,82
60512,82
64262,82
65970,82
67956,82
51017,82
50592,82
53558,82
56252,82
59756,82
66165,82
66336,82
46373,82
47698,82
51820,82
52770,82
53827,82
55751,82
56687,82
62197,82
67140,82
67646,82
43460,82
55969,82
59670,82
66694,82
67126,82
67547,82
46110,82
68714,82
55657,82
46466,82
57538,82
59962,82
60044,82
60209,82
67058,82
67140,82
67646,82
55279,82
53870,82
59747,82
65208,82
65290,82
47856,82
60230,82
64778,82
65034,82
65199,82
67153,82
69377,82
68625,82
45847,82
46012,82
47152,82
50800,82
52532,82
54654,82
59658,82
62700,82
67616,82
68734,82
51251,82
52282,82
54970,82
55764,82
56736,82
56987,82
57070,82
62224,82
50544,82
56514,82
65209,82
50674,82
50925,82
55288,82
68715,82
47132,82
48482,82
48564,82
55656,82
55905,82
60698,82
67149,82
-68842,83
-68759,83
-67201,83
-65035,83
-64603,83
-64349,83
-63149,83
-63066,83
-51933,83
-41140,83
-39403,83
-37534,83
-24852,83
-15310,83
-8896,83
-66796,83
-64644,83
-56246,83
-54221,83
-51933,83
-50985,83
-45250,83
-43499,83
-43159,83
-42353,83
-41296,83
-40508,83
-39052,83
-37880,83
-18936,83
-16736,83
-8935,83
-69650,83
-69478,83
-67501,83
-67418,83
-64656,83
-63711,83
-62927,83
-58580,83
-56942,83
-56175,83
-55321,83
-55238,83
-53679,83
-53086,83
-51531,83
-51448,83
-50847,83
-50335,83
-49470,83
-49387,83
-49117,83
-48380,83
-47525,83
-46844,83
-46675,83
-42276,83
-17476,83
-67505,83
-67337,83
-60030,83
-59603,83
-59346,83
-57583,83
-53478,83
-52872,83
-50898,83
-50104,83
-50021,83
-49585,83
-49420,83
-46628,83
-46459,83
-46376,83
-39552,83
-9008,83
-68901,83
-67925,83
-67584,83
-66204,83
-65508,83
-65340,83
-64644,83
-64309,83
-64226,83
-63799,83
-63630,83
-61069,83
-59504,83
-59005,83
-58404,83
-57984,83
-56774,83
-56175,83
-55328,83
-53762,83
-53679,83
-53508,83
-50167,83
-46252,83
-41230,83
-41147,83
-40109,83
-39688,83
-39423,83
-37656,83
-28186,83
-23909,83
-16285,83
-9824,83
-9656,83
-9131,83
-68376,83
-67594,83
-65155,83
-64988,83
-64024,83
-61252,83
-59852,83
-59680,83
-58035,83
-57615,83
-55291,83
-54356,83
-53252,83
-43595,83
-42621,83
-41718,83
-39423,83
-39164,83
-13814,83
-13469,83
-69069,83
-67515,83
-66397,83
-65801,83
-64670,83
-64587,83
-64504,83
-59330,83
-59074,83
-58117,83
-57514,83
-57347,83
-56572,83
-47479,83
-28185,83
-10143,83
-57305,83
-55058,83
-53557,83
-53303,83
-52962,83
-52349,83
-51065,83
-50370,83
-50202,83
-47163,83
-46824,83
-46304,83
-46032,83
-20164,83
-69107,83
-68760,83
-68677,83
-67293,83
-66600,83
-66170,83
-64964,83
-63503,83
-56241,83
-51439,83
-50929,83
-49988,83
-48049,83
-47877,83
-47365,83
-43444,83
-42558,83
-38102,83
-22767,83
-22244,83
-18936,83
-17990,83
-17550,83
-16500,83
-16247,83
-13712,83
-13545,83
-12866,83
-12079,83
-11995,83
-10869,83
-9868,83
-9615,83
-70258,83
-67938,83
-67512,83
-65801,83
-64670,83
-64502,83
-62476,83
-52333,83
-52164,83
-51905,83
-51561,83
-51140,83
-49696,83
-47946,83
-47352,83
-45025,83
-44853,83
-43094,83
-42845,83
-40779,83
-40522,83
-37747,83
-37579,83
-28185,83
-24852,83
-16452,83
-9815,83
-60927,83
-60507,83
-59050,83
-53762,83
-52364,83
-51599,83
-50642,83
-50135,83
-49271,83
-47617,83
-47365,83
-40652,83
-40485,83
-40056,83
-38208,83
-37783,83
-18397,83
-17277,83
-17194,83
-13609,83
-13444,83
-12852,83
-11990,83
-11735,83
-11302,83
-9762,83
-9251,83
-67726,83
-63024,83
-59834,83
-59229,83
-56895,83
-55949,83
-54226,83
-52051,83
-51879,83
-51796,83
-49118,83
-48860,83
-48203,83
-47602,83
-47004,83
-44584,83
-44501,83
-16035,83
-53514,83
-53173,83
-53090,83
-52373,83
-52110,83
-51084,83
-51001,83
-48037,83
-46663,83
-45725,83
-45127,83
-44959,83
-44448,83
-18747,83
-17550,83
-16083,83
-14582,83
-13904,83
-13396,83
-12880,83
-12371,83
-11509,83
-70258,83
-70086,83
-69089,83
-69006,83
-68560,83
-68477,83
-64251,83
-62773,83
-62476,83
-62144,83
-58343,83
-57483,83
-57226,83
-57143,83
-54191,83
-54021,83
-53338,83
-56599,83
-55632,83
-53435,83
-53268,83
-51855,83
-51772,83
-51096,83
-50656,83
-49979,83
-47347,83
-45552,83
-44591,83
-19627,83
-18299,83
-17696,83
-15106,83
-14055,83
-13794,83
-13622,83
-13195,83
-11025,83
-63960,83
-63358,83
-57119,83
-56689,83
-54969,83
-53482,83
-53227,83
-45126,83
-38902,83
-16560,83
-16310,83
-15883,83
-13956,83
-9237,83
-8976,83
-67018,83
-66070,83
-64504,83
-64251,83
-62617,83
-60152,83
-58775,83
-57158,83
-54013,83
-52008,83
-15782,83
-15397,83
-13987,83
-13560,83
-13476,83
-9909,83
-9656,83
-66064,83
-61040,83
-59064,83
-57347,83
-57091,83
-56408,83
-56156,83
-56073,83
-55203,83
-54945,83
-54692,83
-54438,83
-53839,83
-53583,83
-47479,83
-45307,83
-39150,83
-12805,83
-68209,83
-66479,83
-66310,83
-64573,83
-63805,83
-59844,83
-58986,83
-55410,83
-54013,83
-53155,83
-52981,83
-51232,83
-44142,83
-43505,83
-43333,83
-40917,83
-40834,83
-38015,83
-18655,83
-18490,83
-17277,83
-17194,83
-14834,83
-13622,83
